[DBG] sensorHeight=63.0
Returned to Origin, Ready to Scan
[DBG] numPts=2000
50.00 350.00 24.00
50.00 340.00 24.00
50.00 330.00 22.00
50.00 320.00 22.00
50.00 310.00 23.00
50.00 300.00 22.00
50.00 290.00 23.00
50.00 280.00 21.00
50.00 270.00 22.00
50.00 260.00 23.00
50.00 250.00 22.00
50.00 240.00 22.00
50.00 230.00 23.00
50.00 220.00 24.00
50.00 210.00 26.00
50.00 200.00 28.00
50.00 190.00 24.00
50.00 180.00 25.00
50.00 170.00 9.00
50.00 160.00 1.00
50.00 150.00 1.00
50.00 140.00 1.00
50.00 130.00 1.00
50.00 120.00 1.00
50.00 110.00 1.00
50.00 100.00 1.00
50.00 90.00 2.00
50.00 80.00 1.00
50.00 70.00 1.00
50.00 60.00 1.00
50.00 50.00 4.00
50.00 40.00 4.00
50.00 30.00 2.00
50.00 20.00 4.00
50.00 10.00 1.00
50.00 0.00 1.00
60.00 0.00 1.00
60.00 10.00 1.00
60.00 20.00 1.00
60.00 30.00 1.00
60.00 40.00 4.00
60.00 50.00 1.00
60.00 60.00 2.00
60.00 70.00 2.00
60.00 80.00 1.00
60.00 90.00 4.00
60.00 100.00 1.00
60.00 110.00 1.00
60.00 120.00 1.00
60.00 130.00 1.00
60.00 140.00 1.00
60.00 150.00 1.00
60.00 160.00 1.00
60.00 170.00 7.00
60.00 180.00 19.00
60.00 190.00 24.00
60.00 200.00 25.00
60.00 210.00 27.00
60.00 220.00 30.00
60.00 230.00 25.00
60.00 240.00 22.00
60.00 250.00 22.00
60.00 260.00 22.00
60.00 270.00 23.00
60.00 280.00 22.00
60.00 290.00 21.00
60.00 300.00 23.00
60.00 310.00 24.00
60.00 320.00 22.00
60.00 330.00 22.00
60.00 340.00 24.00
60.00 350.00 22.00
60.00 360.00 22.00
60.00 370.00 24.00
60.00 380.00 22.00
60.00 390.00 23.00
60.00 400.00 23.00
60.00 410.00 24.00
60.00 420.00 22.00
60.00 430.00 22.00
60.00 440.00 22.00
60.00 450.00 22.00
60.00 460.00 22.00
60.00 470.00 22.00
60.00 480.00 21.00
60.00 490.00 19.00
60.00 500.00 18.00
70.00 500.00 19.00
70.00 490.00 18.00
70.00 480.00 21.00
70.00 470.00 21.00
70.00 460.00 19.00
70.00 450.00 22.00
70.00 440.00 23.00
70.00 430.00 22.00
70.00 420.00 23.00
70.00 410.00 22.00
70.00 400.00 23.00
70.00 390.00 23.00
70.00 380.00 22.00
70.00 370.00 22.00
70.00 360.00 22.00
70.00 350.00 23.00
70.00 340.00 22.00
70.00 330.00 23.00
70.00 320.00 23.00
70.00 310.00 22.00
70.00 300.00 23.00
70.00 290.00 24.00
70.00 280.00 22.00
70.00 270.00 23.00
70.00 260.00 23.00
70.00 250.00 22.00
70.00 240.00 24.00
70.00 230.00 24.00
70.00 220.00 26.00
70.00 210.00 33.00
70.00 200.00 26.00
70.00 190.00 24.00
70.00 180.00 21.00
70.00 170.00 8.00
70.00 160.00 1.00
70.00 150.00 1.00
70.00 140.00 1.00
70.00 130.00 1.00
70.00 120.00 1.00
70.00 110.00 1.00
70.00 100.00 1.00
70.00 90.00 2.00
70.00 80.00 1.00
70.00 70.00 1.00
70.00 60.00 2.00
70.00 50.00 4.00
70.00 40.00 4.00
70.00 30.00 2.00
70.00 20.00 1.00
70.00 10.00 1.00
70.00 0.00 1.00
80.00 0.00 1.00
80.00 10.00 1.00
80.00 20.00 1.00
80.00 30.00 1.00
80.00 40.00 2.00
80.00 50.00 2.00
80.00 60.00 4.00
80.00 70.00 2.00
80.00 80.00 2.00
80.00 90.00 4.00
80.00 100.00 4.00
80.00 110.00 2.00
80.00 120.00 2.00
80.00 130.00 1.00
80.00 140.00 1.00
80.00 150.00 1.00
80.00 160.00 1.00
80.00 170.00 9.00
80.00 180.00 18.00
80.00 190.00 28.00
80.00 200.00 25.00
80.00 210.00 25.00
80.00 220.00 24.00
80.00 230.00 25.00
80.00 240.00 26.00
80.00 250.00 24.00
80.00 260.00 22.00
80.00 270.00 19.00
80.00 280.00 21.00
80.00 290.00 21.00
80.00 300.00 22.00
80.00 310.00 22.00
80.00 320.00 22.00
80.00 330.00 23.00
80.00 340.00 23.00
80.00 350.00 23.00
80.00 360.00 24.00
80.00 370.00 23.00
80.00 380.00 22.00
80.00 390.00 23.00
80.00 400.00 22.00
80.00 410.00 21.00
80.00 420.00 22.00
80.00 430.00 22.00
80.00 440.00 21.00
80.00 450.00 23.00
80.00 460.00 23.00
80.00 470.00 18.00
80.00 480.00 18.00
80.00 490.00 19.00
80.00 500.00 18.00
90.00 500.00 17.00
90.00 490.00 18.00
90.00 480.00 19.00
90.00 470.00 18.00
90.00 460.00 19.00
90.00 450.00 22.00
90.00 440.00 24.00
90.00 430.00 22.00
90.00 420.00 23.00
90.00 410.00 23.00
90.00 400.00 23.00
90.00 390.00 22.00
90.00 380.00 23.00
90.00 370.00 22.00
90.00 360.00 23.00
90.00 350.00 22.00
90.00 340.00 24.00
90.00 330.00 23.00
90.00 320.00 24.00
90.00 310.00 22.00
90.00 300.00 23.00
90.00 290.00 23.00
90.00 280.00 23.00
90.00 270.00 21.00
90.00 260.00 27.00
90.00 250.00 29.00
90.00 240.00 31.00
90.00 230.00 29.00
90.00 220.00 26.00
90.00 210.00 25.00
90.00 200.00 27.00
90.00 190.00 25.00
90.00 180.00 26.00
90.00 170.00 16.00
90.00 160.00 1.00
90.00 150.00 1.00
90.00 140.00 1.00
90.00 130.00 1.00
90.00 120.00 1.00
90.00 110.00 1.00
90.00 100.00 1.00
90.00 90.00 2.00
90.00 80.00 1.00
90.00 70.00 2.00
90.00 60.00 2.00
90.00 50.00 5.00
90.00 40.00 4.00
90.00 30.00 4.00
90.00 20.00 2.00
90.00 10.00 1.00
90.00 0.00 1.00
100.00 0.00 1.00
100.00 10.00 1.00
100.00 20.00 1.00
100.00 30.00 1.00
100.00 40.00 1.00
100.00 50.00 2.00
100.00 60.00 2.00
100.00 70.00 2.00
100.00 80.00 2.00
100.00 90.00 2.00
100.00 100.00 1.00
100.00 110.00 3.00
100.00 120.00 3.00
100.00 130.00 1.00
100.00 140.00 1.00
100.00 150.00 1.00
100.00 160.00 3.00
100.00 170.00 17.00
100.00 180.00 27.00
100.00 190.00 25.00
100.00 200.00 25.00
100.00 210.00 25.00
100.00 220.00 31.00
100.00 230.00 24.00
100.00 240.00 23.00
100.00 250.00 23.00
100.00 260.00 21.00
100.00 270.00 22.00
100.00 280.00 22.00
100.00 290.00 22.00
100.00 300.00 22.00
100.00 310.00 22.00
100.00 320.00 22.00
100.00 330.00 22.00
100.00 340.00 23.00
100.00 350.00 22.00
100.00 360.00 22.00
100.00 370.00 23.00
100.00 380.00 23.00
100.00 390.00 22.00
100.00 400.00 22.00
100.00 410.00 22.00
100.00 420.00 22.00
100.00 430.00 22.00
100.00 440.00 23.00
100.00 450.00 21.00
100.00 460.00 22.00
100.00 470.00 21.00
100.00 480.00 21.00
100.00 490.00 21.00
100.00 500.00 19.00
110.00 500.00 17.00
110.00 490.00 19.00
110.00 480.00 19.00
110.00 470.00 18.00
110.00 460.00 21.00
110.00 450.00 21.00
110.00 440.00 22.00
110.00 430.00 23.00
110.00 420.00 23.00
110.00 410.00 23.00
110.00 400.00 24.00
110.00 390.00 23.00
110.00 380.00 23.00
110.00 370.00 22.00
110.00 360.00 23.00
110.00 350.00 23.00
110.00 340.00 23.00
110.00 330.00 23.00
110.00 320.00 24.00
110.00 310.00 23.00
110.00 300.00 22.00
110.00 290.00 24.00
110.00 280.00 23.00
110.00 270.00 23.00
110.00 260.00 23.00
110.00 250.00 23.00
110.00 240.00 25.00
110.00 230.00 23.00
110.00 220.00 25.00
110.00 210.00 31.00
110.00 200.00 28.00
110.00 190.00 24.00
110.00 180.00 27.00
110.00 170.00 26.00
110.00 160.00 18.00
110.00 150.00 1.00
110.00 140.00 1.00
110.00 130.00 1.00
110.00 120.00 1.00
110.00 110.00 1.00
110.00 100.00 1.00
110.00 90.00 2.00
110.00 80.00 1.00
110.00 70.00 4.00
110.00 60.00 1.00
110.00 50.00 5.00
110.00 40.00 4.00
110.00 30.00 5.00
110.00 20.00 2.00
110.00 10.00 2.00
110.00 0.00 1.00
120.00 0.00 1.00
120.00 10.00 1.00
120.00 20.00 1.00
120.00 30.00 1.00
120.00 40.00 2.00
120.00 50.00 4.00
120.00 60.00 2.00
120.00 70.00 4.00
120.00 80.00 2.00
120.00 90.00 2.00
120.00 100.00 4.00
120.00 110.00 2.00
120.00 120.00 2.00
120.00 130.00 2.00
120.00 140.00 2.00
120.00 150.00 2.00
120.00 160.00 19.00
120.00 170.00 27.00
120.00 180.00 25.00
120.00 190.00 26.00
120.00 200.00 26.00
120.00 210.00 24.00
120.00 220.00 22.00
120.00 230.00 22.00
120.00 240.00 24.00
120.00 250.00 23.00
120.00 260.00 19.00
120.00 270.00 22.00
120.00 280.00 24.00
120.00 290.00 23.00
120.00 300.00 22.00
120.00 310.00 23.00
120.00 320.00 23.00
120.00 330.00 23.00
120.00 340.00 24.00
120.00 350.00 24.00
120.00 360.00 24.00
120.00 370.00 23.00
120.00 380.00 22.00
120.00 390.00 23.00
120.00 400.00 23.00
120.00 410.00 23.00
120.00 420.00 23.00
120.00 430.00 22.00
120.00 440.00 23.00
120.00 450.00 19.00
120.00 460.00 21.00
120.00 470.00 18.00
120.00 480.00 21.00
120.00 490.00 18.00
120.00 500.00 15.00
130.00 500.00 15.00
130.00 490.00 6.00
130.00 480.00 8.00
130.00 470.00 10.00
130.00 460.00 12.00
130.00 450.00 19.00
130.00 440.00 21.00
130.00 430.00 21.00
130.00 420.00 21.00
130.00 410.00 22.00
130.00 400.00 21.00
130.00 390.00 23.00
130.00 380.00 22.00
130.00 370.00 22.00
130.00 360.00 21.00
130.00 350.00 21.00
130.00 340.00 22.00
130.00 330.00 19.00
130.00 320.00 19.00
130.00 310.00 21.00
130.00 300.00 19.00
130.00 290.00 22.00
130.00 280.00 19.00
130.00 270.00 18.00
130.00 260.00 19.00
130.00 250.00 19.00
130.00 240.00 19.00
130.00 230.00 19.00
130.00 220.00 17.00
130.00 210.00 17.00
130.00 200.00 17.00
130.00 190.00 18.00
130.00 180.00 16.00
130.00 170.00 14.00
130.00 160.00 12.00
130.00 150.00 1.00
130.00 140.00 1.00
130.00 130.00 1.00
130.00 120.00 1.00
130.00 110.00 1.00
130.00 100.00 1.00
130.00 90.00 2.00
130.00 80.00 1.00
130.00 70.00 2.00
130.00 60.00 2.00
130.00 50.00 4.00
130.00 40.00 5.00
130.00 30.00 4.00
130.00 20.00 2.00
130.00 10.00 1.00
130.00 0.00 1.00
140.00 0.00 1.00
140.00 10.00 1.00
140.00 20.00 1.00
140.00 30.00 2.00
140.00 40.00 4.00
140.00 50.00 4.00
140.00 60.00 2.00
140.00 70.00 2.00
140.00 80.00 4.00
140.00 90.00 1.00
140.00 100.00 4.00
140.00 110.00 4.00
140.00 120.00 1.00
140.00 130.00 1.00
140.00 140.00 2.00
140.00 150.00 1.00
140.00 160.00 1.00
140.00 170.00 1.00
140.00 180.00 1.00
140.00 190.00 1.00
140.00 200.00 1.00
140.00 210.00 1.00
140.00 220.00 1.00
140.00 230.00 1.00
140.00 240.00 1.00
140.00 250.00 1.00
140.00 260.00 1.00
140.00 270.00 1.00
140.00 280.00 1.00
140.00 290.00 1.00
140.00 300.00 1.00
140.00 310.00 1.00
140.00 320.00 1.00
140.00 330.00 1.00
140.00 340.00 1.00
140.00 350.00 1.00
140.00 360.00 1.00
140.00 370.00 1.00
140.00 380.00 1.00
140.00 390.00 1.00
140.00 400.00 1.00
140.00 410.00 1.00
140.00 420.00 1.00
140.00 430.00 1.00
140.00 440.00 2.00
140.00 450.00 1.00
140.00 460.00 5.00
140.00 470.00 6.00
140.00 480.00 6.00
140.00 490.00 1.00
140.00 500.00 1.00
150.00 500.00 1.00
150.00 490.00 1.00
150.00 480.00 1.00
150.00 470.00 1.00
150.00 460.00 1.00
150.00 450.00 1.00
150.00 440.00 1.00
150.00 430.00 1.00
150.00 420.00 1.00
150.00 410.00 1.00
150.00 400.00 1.00
150.00 390.00 1.00
150.00 380.00 1.00
150.00 370.00 1.00
150.00 360.00 1.00
150.00 350.00 1.00
150.00 340.00 1.00
150.00 330.00 1.00
150.00 320.00 1.00
150.00 310.00 1.00
150.00 300.00 1.00
150.00 290.00 1.00
150.00 280.00 1.00
150.00 270.00 1.00
150.00 260.00 1.00
150.00 250.00 1.00
150.00 240.00 1.00
150.00 230.00 1.00
150.00 220.00 1.00
150.00 210.00 1.00
150.00 200.00 1.00
150.00 190.00 1.00
150.00 180.00 1.00
150.00 170.00 1.00
150.00 160.00 1.00
150.00 150.00 1.00
150.00 140.00 1.00
150.00 130.00 1.00
150.00 120.00 1.00
150.00 110.00 1.00
150.00 100.00 1.00
150.00 90.00 2.00
150.00 80.00 2.00
150.00 70.00 2.00
150.00 60.00 4.00
150.00 50.00 2.00
150.00 40.00 4.00
150.00 30.00 4.00
150.00 20.00 1.00
150.00 10.00 1.00
150.00 0.00 1.00
160.00 0.00 1.00
160.00 10.00 1.00
160.00 20.00 1.00
160.00 30.00 1.00
160.00 40.00 2.00
160.00 50.00 4.00
160.00 60.00 2.00
160.00 70.00 2.00
160.00 80.00 2.00
160.00 90.00 4.00
160.00 100.00 4.00
160.00 110.00 1.00
160.00 120.00 2.00
160.00 130.00 1.00
160.00 140.00 1.00
160.00 150.00 1.00
160.00 160.00 1.00
160.00 170.00 1.00
160.00 180.00 1.00
160.00 190.00 1.00
160.00 200.00 1.00
160.00 210.00 1.00
160.00 220.00 1.00
160.00 230.00 1.00
160.00 240.00 1.00
160.00 250.00 1.00
160.00 260.00 1.00
160.00 270.00 1.00
160.00 280.00 1.00
160.00 290.00 1.00
160.00 300.00 1.00
160.00 310.00 1.00
160.00 320.00 1.00
160.00 330.00 1.00
160.00 340.00 1.00
160.00 350.00 1.00
160.00 360.00 1.00
160.00 370.00 1.00
160.00 380.00 1.00
160.00 390.00 1.00
160.00 400.00 1.00
160.00 410.00 1.00
160.00 420.00 1.00
160.00 430.00 1.00
160.00 440.00 1.00
160.00 450.00 1.00
160.00 460.00 1.00
160.00 470.00 1.00
160.00 480.00 1.00
160.00 490.00 1.00
160.00 500.00 1.00
170.00 500.00 1.00
170.00 490.00 1.00
170.00 480.00 1.00
170.00 470.00 1.00
170.00 460.00 1.00
170.00 450.00 1.00
170.00 440.00 1.00
170.00 430.00 1.00
170.00 420.00 1.00
170.00 410.00 1.00
170.00 400.00 1.00
170.00 390.00 1.00
170.00 380.00 1.00
170.00 370.00 1.00
170.00 360.00 1.00
170.00 350.00 1.00
170.00 340.00 1.00
170.00 330.00 1.00
170.00 320.00 1.00
170.00 310.00 1.00
170.00 300.00 1.00
170.00 290.00 1.00
170.00 280.00 1.00
170.00 270.00 1.00
170.00 260.00 1.00
170.00 250.00 1.00
170.00 240.00 1.00
170.00 230.00 1.00
170.00 220.00 1.00
170.00 210.00 1.00
170.00 200.00 1.00
170.00 190.00 1.00
170.00 180.00 1.00
170.00 170.00 1.00
170.00 160.00 1.00
170.00 150.00 1.00
170.00 140.00 1.00
170.00 130.00 1.00
170.00 120.00 1.00
170.00 110.00 1.00
170.00 100.00 1.00
170.00 90.00 1.00
170.00 80.00 2.00
170.00 70.00 2.00
170.00 60.00 5.00
170.00 50.00 5.00
170.00 40.00 4.00
170.00 30.00 2.00
170.00 20.00 2.00
170.00 10.00 1.00
170.00 0.00 1.00
180.00 0.00 1.00
180.00 10.00 1.00
180.00 20.00 1.00
180.00 30.00 1.00
180.00 40.00 2.00
180.00 50.00 2.00
180.00 60.00 2.00
180.00 70.00 2.00
180.00 80.00 5.00
180.00 90.00 4.00
180.00 100.00 4.00
180.00 110.00 4.00
180.00 120.00 2.00
180.00 130.00 1.00
180.00 140.00 2.00
180.00 150.00 1.00
180.00 160.00 1.00
180.00 170.00 1.00
180.00 180.00 1.00
180.00 190.00 1.00
180.00 200.00 1.00
180.00 210.00 1.00
180.00 220.00 1.00
180.00 230.00 1.00
180.00 240.00 1.00
180.00 250.00 1.00
180.00 260.00 1.00
180.00 270.00 1.00
180.00 280.00 1.00
180.00 290.00 1.00
180.00 300.00 1.00
180.00 310.00 1.00
180.00 320.00 1.00
180.00 330.00 1.00
180.00 340.00 1.00
180.00 350.00 1.00
180.00 360.00 1.00
180.00 370.00 1.00
180.00 380.00 1.00
180.00 390.00 1.00
180.00 400.00 1.00
180.00 410.00 1.00
180.00 420.00 1.00
180.00 430.00 1.00
180.00 440.00 1.00
180.00 450.00 1.00
180.00 460.00 1.00
180.00 470.00 1.00
180.00 480.00 1.00
180.00 490.00 1.00
180.00 500.00 1.00
190.00 500.00 1.00
190.00 490.00 1.00
190.00 480.00 1.00
190.00 470.00 1.00
190.00 460.00 1.00
190.00 450.00 1.00
190.00 440.00 1.00
190.00 430.00 1.00
190.00 420.00 1.00
190.00 410.00 1.00
190.00 400.00 1.00
190.00 390.00 1.00
190.00 380.00 1.00
190.00 370.00 1.00
190.00 360.00 1.00
190.00 350.00 1.00
190.00 340.00 1.00
190.00 330.00 1.00
190.00 320.00 1.00
190.00 310.00 1.00
190.00 300.00 1.00
190.00 290.00 1.00
190.00 280.00 1.00
190.00 270.00 1.00
190.00 260.00 1.00
190.00 250.00 1.00
190.00 240.00 1.00
190.00 230.00 1.00
190.00 220.00 1.00
190.00 210.00 1.00
190.00 200.00 1.00
190.00 190.00 1.00
190.00 180.00 1.00
190.00 170.00 1.00
190.00 160.00 1.00
190.00 150.00 1.00
190.00 140.00 1.00
190.00 130.00 1.00
190.00 120.00 1.00
190.00 110.00 1.00
190.00 100.00 1.00
190.00 90.00 1.00
190.00 80.00 2.00
190.00 70.00 2.00
190.00 60.00 4.00
190.00 50.00 4.00
190.00 40.00 2.00
190.00 30.00 4.00
190.00 20.00 1.00
190.00 10.00 1.00
190.00 0.00 1.00
200.00 0.00 1.00
200.00 10.00 1.00
200.00 20.00 1.00
200.00 30.00 1.00
200.00 40.00 1.00
200.00 50.00 1.00
200.00 60.00 1.00
200.00 70.00 4.00
200.00 80.00 4.00
200.00 90.00 1.00
200.00 100.00 4.00
200.00 110.00 2.00
200.00 120.00 2.00
200.00 130.00 1.00
200.00 140.00 2.00
200.00 150.00 2.00
200.00 160.00 1.00
200.00 170.00 1.00
200.00 180.00 1.00
200.00 190.00 1.00
200.00 200.00 1.00
200.00 210.00 1.00
200.00 220.00 1.00
200.00 230.00 1.00
200.00 240.00 1.00
200.00 250.00 1.00
200.00 260.00 1.00
200.00 270.00 1.00
200.00 280.00 1.00
200.00 290.00 1.00
200.00 300.00 1.00
200.00 310.00 1.00
200.00 320.00 1.00
200.00 330.00 1.00
200.00 340.00 1.00
200.00 350.00 1.00
200.00 360.00 1.00
200.00 370.00 1.00
200.00 380.00 1.00
200.00 390.00 1.00
200.00 400.00 1.00
200.00 410.00 1.00
200.00 420.00 1.00
200.00 430.00 1.00
200.00 440.00 1.00
200.00 450.00 1.00
200.00 460.00 1.00
200.00 470.00 1.00
200.00 480.00 1.00
200.00 490.00 1.00
200.00 500.00 1.00
210.00 500.00 1.00
210.00 490.00 1.00
210.00 480.00 1.00
210.00 470.00 1.00
210.00 460.00 1.00
210.00 450.00 1.00
210.00 440.00 1.00
210.00 430.00 1.00
210.00 420.00 1.00
210.00 410.00 1.00
210.00 400.00 1.00
210.00 390.00 1.00
210.00 380.00 1.00
210.00 370.00 1.00
210.00 360.00 1.00
210.00 350.00 1.00
210.00 340.00 1.00
210.00 330.00 1.00
210.00 320.00 1.00
210.00 310.00 1.00
210.00 300.00 1.00
210.00 290.00 1.00
210.00 280.00 1.00
210.00 270.00 1.00
210.00 260.00 1.00
210.00 250.00 1.00
210.00 240.00 1.00
210.00 230.00 1.00
210.00 220.00 1.00
210.00 210.00 1.00
210.00 200.00 1.00
210.00 190.00 1.00
210.00 180.00 1.00
210.00 170.00 1.00
210.00 160.00 1.00
210.00 150.00 1.00
210.00 140.00 1.00
210.00 130.00 1.00
210.00 120.00 1.00
210.00 110.00 1.00
210.00 100.00 1.00
210.00 90.00 2.00
210.00 80.00 4.00
210.00 70.00 2.00
210.00 60.00 4.00
210.00 50.00 4.00
210.00 40.00 4.00
210.00 30.00 2.00
210.00 20.00 1.00
210.00 10.00 1.00
210.00 0.00 1.00
220.00 0.00 1.00
220.00 10.00 1.00
220.00 20.00 1.00
220.00 30.00 1.00
220.00 40.00 2.00
220.00 50.00 1.00
220.00 60.00 2.00
220.00 70.00 2.00
220.00 80.00 4.00
220.00 90.00 1.00
220.00 100.00 1.00
220.00 110.00 1.00
220.00 120.00 2.00
220.00 130.00 1.00
220.00 140.00 1.00
220.00 150.00 1.00
220.00 160.00 1.00
220.00 170.00 1.00
220.00 180.00 1.00
220.00 190.00 1.00
220.00 200.00 1.00
220.00 210.00 1.00
220.00 220.00 1.00
220.00 230.00 1.00
220.00 240.00 1.00
220.00 250.00 1.00
220.00 260.00 1.00
220.00 270.00 1.00
220.00 280.00 1.00
220.00 290.00 1.00
220.00 300.00 1.00
220.00 310.00 1.00
220.00 320.00 1.00
220.00 330.00 1.00
220.00 340.00 1.00
220.00 350.00 1.00
220.00 360.00 1.00
